id,Company Name,Cmt_day,Title,What I liked,Suggestions for improvement,Rating,Salary & benefits,Training & learning,Management cares about me,Culture & fun,Office & workspace,Recommend?,raw_review_text,clean_basic_text,pos_w,neg_w,pos_e,neg_e,total_we,sentiment_ratio,clean_advance_text,sentiment
182,FPT Software,July 2021,"Sếp tốt tính, lắngnghe ý kiến nhân viên","Mức lương ổn định, đi làm có xe buýt đưa đón. Phúc lợi tốt, lễ tết đều có thưởng gọi là động viên tinh thần",Lương fsoft không được cạnh tranh so với mặt bằng nhưng mình nắm được các quy trình thiết kế phần mềm quy củ,4,4,5,5,4,5,Yes,"Sếp tốt tính, lắngnghe ý kiến nhân viên . Mức lương ổn định, đi làm có xe buýt đưa đón. Phúc lợi tốt, lễ tết đều có thưởng gọi là động viên tinh thần . Lương fsoft không được cạnh tranh so với mặt bằng nhưng mình nắm được các quy trình thiết kế phần mềm quy củ",sếp tốt tính lắngnghe ý kiến nhân viên mức lương ổn định đi làm có xe buýt đưa đón phúc lợi tốt lễ tết đều có thưởng gọi là động viên tinh thần lương fsoft không được cạnh tranh so với mặt bằng nhưng mình nắm được các quy trình thiết kế phần mềm quy củ,5,0,0,0,5,1.0,sếp tốt_tính lắngnghe ý_kiến lương ổn_định đi xe_buýt đưa_đón phúc_lợi tốt lễ_tết thưởng gọi_là động_viên tinh_thần lương_fsoft không cạnh_tranh mặt_bằng nắm quy_trình thiết_kế phần_mềm quy_củ,Positive
182,FPT Software,July 2021,Đây là nơi phù hợp học tập và làm việc chuyên nghiệp,"Đồng nghiệp thân thiện, nhiều cơ hội học tập từ senlor giúp mình phát triển bản thân hơn","Có gia đình rồi mà vào dự án OT nhiều chạy theo bù đầu, có tiền OT bù đắp lại cũng xứng đáng
OT nhiều, sau có gia đình chắc không có thời gian chăm lo mất",4,4,4,4,5,4,Yes,"Đây là nơi phù hợp học tập và làm việc chuyên nghiệp . Đồng nghiệp thân thiện, nhiều cơ hội học tập từ senlor giúp mình phát triển bản thân hơn . Có gia đình rồi mà vào dự án OT nhiều chạy theo bù đầu, có tiền OT bù đắp lại cũng xứng đáng
OT nhiều, sau có gia đình chắc không có thời gian chăm lo mất",đây là nơi phù hợp học tập và làm việc chuyên nghiệp đồng nghiệp thân thiện nhiều cơ hội học tập từ senlor giúp mình phát triển bản thân hơn có gia đình rồi mà vào dự án làm thêm giờ nhiều chạy theo bù đầu có tiền làm thêm giờ bù đắp lại cũng xứng đáng làm thêm giờ nhiều sau có gia đình chắc không có thời gian chăm lo mất,6,3,0,0,9,0.3333,học_tập làm_việc chuyên_nghiệp đồng_nghiệp thân_thiện học_tập senlor giúp phát_triển gia_đình dự_án chạy bù đầu tiền bù_đắp xứng_đáng gia_đình không chăm_lo,Positive
182,FPT Software,July 2021,Môi trường làm việc thân thiện,"Không gian làm việc auto thoải mái, giúp mình tự tin hơn và sáng tạo hơn trong công việc","campus đẹp nhưng hơi xa, đi lại bất tiện",4,5,4,4,4,5,Yes,"Môi trường làm việc thân thiện . Không gian làm việc auto thoải mái, giúp mình tự tin hơn và sáng tạo hơn trong công việc . campus đẹp nhưng hơi xa, đi lại bất tiện",môi trường làm việc thân thiện không gian làm việc tư đô ng thoải mái giúp mình tự thiếc hơn và sáng tạo hơn trọng công việc campus đẹp nhưng hơi xa đi lại bất tiện,4,0,0,0,4,1.0,môi_trường làm_việc thân_thiện không_gian làm_việc tư_đô ng thoải_mái giúp thiếc sáng_tạo hơn_trọng công_việc campus đẹp hơi đi_lại bất_tiện,Positive
182,FPT Software,July 2021,Đánh giá FPT Software của tôi,"Công ty có chế độ tốt, trọng nhân tài, lương thưởng xứng đáng với năng lực. Môi trường thân thiện, có nhiều quản lý ưu tú nên học hỏi được nhiều kinh nghiệm từ quản lý","""Không gian của các team cần được sắp xếp đảm bảo sự riêng tư hơn.
Fsoft bắt buộc học một số khóa học ko cần thiết lắm """,5,4,5,4,5,5,Yes,"Đánh giá FPT Software của tôi . Công ty có chế độ tốt, trọng nhân tài, lương thưởng xứng đáng với năng lực. Môi trường thân thiện, có nhiều quản lý ưu tú nên học hỏi được nhiều kinh nghiệm từ quản lý . ""Không gian của các team cần được sắp xếp đảm bảo sự riêng tư hơn.
Fsoft bắt buộc học một số khóa học ko cần thiết lắm """,đánh giá fpt software của tôi công ty có chế độ tốt trọng nhân tài lương thưởng xứng đáng với năng lực môi trường thân thiện có nhiều quản lý ưu tú nên học hỏi được nhiều dân tộc kinh nghiệm từ quản lý không gian của các đội cần được sắp xếp đảm bảo sự riêng tư hơn fsoft bắt buộc học một số khóa học không cần thiết lắm,4,0,0,0,4,1.0,fpt software công_ty chế_độ tốt_trọng nhân_tài lương_thưởng xứng_đáng năng_lực môi_trường thân_thiện ưu_tú học_hỏi dân_tộc kinh_nghiệm không_gian đội sắp_xếp riêng_tư fsoft bắt_buộc học khóa_học không cần_thiết lắm,Positive
182,FPT Software,July 2021,"Chế độ tốt, OT nhiều","Công ty nhận được nhiều job với khách hàng lớn nên trợ cấp, lương thưởng thì khỏi bàn","Kỳ lạ là chỉ khi làm thứ 7, CN mới tính là OT để trả lương. Còn ngày thường thì khó được thông qua lắm. OT cần có quy trình rõ ràng.
Cách tính OT chưa thực sự rõ ràng, OT không lương",4,4,5,4,4,5,Yes,"Chế độ tốt, OT nhiều . Công ty nhận được nhiều job với khách hàng lớn nên trợ cấp, lương thưởng thì khỏi bàn . Kỳ lạ là chỉ khi làm thứ 7, CN mới tính là OT để trả lương. Còn ngày thường thì khó được thông qua lắm. OT cần có quy trình rõ ràng.
Cách tính OT chưa thực sự rõ ràng, OT không lương",chế độ tốt làm thêm giờ nhiều công ty nhận được nhiều việc làm với khách hàng lớn nên trợ cấp lương thưởng thì khỏi bàn kỳ lạ là chỉ khi làm thứ 7 cn mới tính là làm thêm giờ để trả lương còn ngày thường thì khó được thông qua lắm làm thêm giờ cần có quy trình rõ ràng cách tính làm thêm giờ chưa thực sự rõ ràng làm thêm giờ không lương,3,2,0,0,5,0.2,chế_độ tốt công_ty việc_làm khách_hàng trợ_cấp lương_thưởng bàn kỳ_lạ 7 cn lương thông_qua lắm quy_trình rõ_ràng rõ_ràng không lương,Positive
182,FPT Software,July 2021,Nơi làm việc lý tưởng cho các bạn trẻ,"Làm ở đây chưa lâu nhưng cảm thấy ngoài việc đãi ngộ tốt dành cho nhân viên, công ty còn tạo ra các hoạt động để nhân viên có thể thỏa sức phát huy sức mạnh bản thân","Mình bị đi trễ 1,2 lần, trễ giờ sẽ trừ lương, nên làm phải đúng giờ",5,3,4,5,4,5,Yes,"Nơi làm việc lý tưởng cho các bạn trẻ . Làm ở đây chưa lâu nhưng cảm thấy ngoài việc đãi ngộ tốt dành cho nhân viên, công ty còn tạo ra các hoạt động để nhân viên có thể thỏa sức phát huy sức mạnh bản thân . Mình bị đi trễ 1,2 lần, trễ giờ sẽ trừ lương, nên làm phải đúng giờ",nơi làm việc lý tưởng cho các bạn trẻ làm ở đây chưa lâu nhưng cảm thấy ngoài việc đãi ngộ tốt dành cho nhân viên công ty còn tạo ra các hoạt động để nhân viên có thể thỏa sức phát huy sức mạnh bản thân mình bị đi trễ 1 2 lần trễ giờ sẽ trừ lương nên làm phải đúng giờ,1,2,0,0,3,-0.3333,làm_việc lý_tưởng trẻ đãi_ngộ tốt công_ty hoạt_động thỏa sức phát_huy sức_mạnh đi trễ 1 2 trễ trừ lương,Positive
182,FPT Software,July 2021,Có thể phát triển lâu dài,"Anh em trong công ty đều hòa đồng, cởi mở. Dự án đa dạng, to nhỏ đều có để phù hợp năng lực, nhiều job ngon. Trong quá trình làm việc công ty tạo rất nhiều hoạt động team building cho nhân viên, có thể học hỏi được nhiều kinh nghiệm.","Cần chủ động tự học nhiều, các khóa học cho level cao ko ăn thua lắm",5,4,5,4,5,5,Yes,"Có thể phát triển lâu dài . Anh em trong công ty đều hòa đồng, cởi mở. Dự án đa dạng, to nhỏ đều có để phù hợp năng lực, nhiều job ngon. Trong quá trình làm việc công ty tạo rất nhiều hoạt động team building cho nhân viên, có thể học hỏi được nhiều kinh nghiệm. . Cần chủ động tự học nhiều, các khóa học cho level cao ko ăn thua lắm",có thể phát triển lâu dài anh em trọng công ty đều hòa đồng cởi mở dự án đa dạng đến nhỏ đều có để phù hợp năng lực nhiều việc làm ngon trọng quá trình làm việc công ty tạo rất nhiều hoạt động đội xây dựng cho nhân viên có thể học hỏi được nhiều dân tộc kinh nghiệm cần chủ động tự học nhiều các khóa học cho cấp độ cao không ăn thừa lắm,6,0,0,0,6,1.0,phát_triển lâu_dài anh_em công_ty hòa đồng cởi_mở dự_án đa_dạng năng_lực việc_làm ngon_trọng làm_việc công_ty hoạt_động đội xây_dựng học_hỏi dân_tộc kinh_nghiệm chủ_động học khóa_học cấp_độ không ăn_thừa lắm,Positive
182,FPT Software,July 2021,"Đi làm có xe đưa đón, rất tiện","Mới vào sẽ được đào tạo bài bản từ đầu theo giáo trình, học liệu bài bản nên được học rất nhiều công nghệ mới rất tốt. Có đất cho ai mới ra trường, làm trái ngành hay base IT còn yếu
Fsoft có hỗ trợ đi lại, ăn uống đỡ tốn kém được 1 khoản.","Anh em thân theo team nên cần các hoạt động bonding gắn kết hơn.
Thu nhập hơi thấp so với mặt bằng chung",5,4,4,4,5,5,Yes,"Đi làm có xe đưa đón, rất tiện . Mới vào sẽ được đào tạo bài bản từ đầu theo giáo trình, học liệu bài bản nên được học rất nhiều công nghệ mới rất tốt. Có đất cho ai mới ra trường, làm trái ngành hay base IT còn yếu
Fsoft có hỗ trợ đi lại, ăn uống đỡ tốn kém được 1 khoản. . Anh em thân theo team nên cần các hoạt động bonding gắn kết hơn.
Thu nhập hơi thấp so với mặt bằng chung",đi làm có xe đưa đón rất tiện mới vào sẽ được đào tạo bài bản từ đầu theo giáo trình học liệu bài bản nên được học rất nhiều công nghệ mới rất tốt có đất cho ai mới ra trường làm trái ngành cỏ khô base nó còn yếu fsoft có hỗ trợ đi lại ăn uống đỡ tốn kém được 1 khoản anh em thân theo đội nên cần các hoạt động bonding gắn kết hơn thu nhập hơi thấp so với mặt bằng chung,5,2,0,0,7,0.4286,đi xe đưa_đón tiện đào_tạo bài_bản đầu giáo_trình học_liệu bài_bản học công_nghệ tốt đất trường trái ngành cỏ khô base yếu fsoft đi_lại ăn_uống đỡ tốn_kém 1 khoản anh_em thân đội hoạt_động bonding gắn_kết thu_nhập hơi mặt_bằng,Positive
182,FPT Software,July 2021,Môi trường làm việc năng động,"Nếu trong công việc gặp khó khắn có thể hợp tác đồng đội để giải quyết công việc nhẹ nhàng hơn, ổn thỏa hơn, nói chung môi trường làm việc ở đây mình hài lòng, rất hòa đồng",Hệ thống quản lý công ty hơi rườm rà và phức tạp,5,4,5,4,5,5,Yes,"Môi trường làm việc năng động . Nếu trong công việc gặp khó khắn có thể hợp tác đồng đội để giải quyết công việc nhẹ nhàng hơn, ổn thỏa hơn, nói chung môi trường làm việc ở đây mình hài lòng, rất hòa đồng . Hệ thống quản lý công ty hơi rườm rà và phức tạp",môi trường làm việc năng động nếu trọng công việc gặp khó khắn có thể hợp tác đồng đội để giải quyết công việc nhẹ nhàng hơn ổn thỏa hơn nói chung môi trường làm việc ở đây mình hài lòng rất hòa đồng hệ thống quản lý công ty hơi rườm rà và phức tạp,4,2,0,0,6,0.3333,môi_trường làm_việc năng_động công_việc khắn hợp_tác đồng_đội giải_quyết công_việc nhẹ_nhàng ổn thỏa môi_trường làm_việc hài_lòng hòa đồng hệ_thống công_ty hơi rườm_rà phức_tạp,Positive
182,FPT Software,July 2021,Học hỏi được nhiều điều từ đồng nghiệp và công ty,"Anh em trong Fsoft hòa đồng, có gì khó là giúp đỡ nhau ngay
Có xe bus đưa đón nhiều khung giờ nên khá tiện cho việc làm theo ca theo giờ hay đôi khi về trễ cũng đỡ",Đi làm xa nên nhiều khi dậy sớm là cả vấn đề khi vào mùa đông,5,5,4,5,5,4,Yes,"Học hỏi được nhiều điều từ đồng nghiệp và công ty . Anh em trong Fsoft hòa đồng, có gì khó là giúp đỡ nhau ngay
Có xe bus đưa đón nhiều khung giờ nên khá tiện cho việc làm theo ca theo giờ hay đôi khi về trễ cũng đỡ . Đi làm xa nên nhiều khi dậy sớm là cả vấn đề khi vào mùa đông",học hỏi được nhiều điều từ đồng nghiệp và công ty anh em trọng fsoft hòa đồng có gì khó là giúp đỡ nhau ngay có xe xe buýt đưa đón nhiều khung giờ nên khá tiện cho việc làm theo ca theo giờ cỏ khô đôi khi về trễ cũng đỡ đi làm xa nên nhiều khi dậy sớm là cả vấn đề khi vào mùa đông,4,1,0,0,5,0.6,học_hỏi đồng_nghiệp công_ty anh_em trọng_fsoft hòa đồng giúp_đỡ xe xe_buýt đưa_đón khung tiện việc_làm ca cỏ khô đôi_khi trễ đỡ đi dậy mùa đông,Positive
182,FPT Software,July 2021,Nhận xét Fsoft,"Có chính sách đổi OT ra ngày nghỉ khá hay, OT có lương trợ cấp đầy đủ
Vào làm việc được đào tạo bài bản về cả kiến thức cũng như kỹ năng nên độ chín chắn về tay nghề rất ok.
Khuôn viên tại Hòa Lạc rộng rãi, tích hợp bể bơi, gym, bóng bàn,... anh em có thể xả tress sau giờ làm",Quỹ lương cho các bạn level P2 là khá thấp cần bổ sung thêm,5,4,4,5,5,5,Yes,"Nhận xét Fsoft . Có chính sách đổi OT ra ngày nghỉ khá hay, OT có lương trợ cấp đầy đủ
Vào làm việc được đào tạo bài bản về cả kiến thức cũng như kỹ năng nên độ chín chắn về tay nghề rất ok.
Khuôn viên tại Hòa Lạc rộng rãi, tích hợp bể bơi, gym, bóng bàn,... anh em có thể xả tress sau giờ làm . Quỹ lương cho các bạn level P2 là khá thấp cần bổ sung thêm",nhận xét fsoft có chính sách đổi làm thêm giờ ra ngày nghỉ khá hay làm thêm giờ có lương trợ cấp đầy đủ vào làm việc được đào tạo bài bản về cả kiến thức cũng như kỹ năng nên độ chín chắn về tay nghề rất ok khuôn viên tại hòa lạc rộng rãi tích hợp bể bơi gym bóng bàn anh em có thể xả tress sau giờ làm quỹ lương cho các bạn cấp độ p2 là khá thấp cần bổ sung thêm,5,1,0,0,6,0.6667,nhận_xét fsoft chính_sách đổi nghỉ lương trợ_cấp đầy_đủ làm_việc đào_tạo bài_bản kiến_thức kỹ_năng độ chín_chắn tay_nghề ok khuôn_viên hòa_lạc rộng_rãi tích_hợp bể bơi gym bóng bàn anh_em xả tress quỹ lương cấp_độ p2 bổ_sung,Positive
182,FPT Software,July 2021,"Công ty có nhiều phúc lợi, lương ổn định",Ai có nhu cầu thi lấy chứng chỉ quốc tế nên vào đây làm 1 hoặc 2 năm và ôn luyện để thi lấy chứng chỉ quốc tế khá tiện lợi,Mảng lương tăng hơi chậm so với mặt bằng chung hiện nay,5,4,5,4,5,5,Yes,"Công ty có nhiều phúc lợi, lương ổn định . Ai có nhu cầu thi lấy chứng chỉ quốc tế nên vào đây làm 1 hoặc 2 năm và ôn luyện để thi lấy chứng chỉ quốc tế khá tiện lợi . Mảng lương tăng hơi chậm so với mặt bằng chung hiện nay",công ty có nhiều phúc lợi lương ổn định ai có nhu cầu thi lấy chứng chỉ quốc tế nên vào đây làm 1 hoặc 2 năm và ôn luyện để thi lấy chứng chỉ quốc tế khá tiện lợi mảng lương tăng hơi chậm so với mặt bằng chung hiện nay,2,1,0,0,3,0.3333,công_ty phúc_lợi lương ổn_định nhu_cầu thi chứng_chỉ quốc_tế 1 2 ôn_luyện thi chứng_chỉ quốc_tế tiện_lợi mảng lương hơi chậm mặt_bằng,Positive
182,FPT Software,July 2021,"Văn phòng hiện đại, đào tạo tốt","Văn phòng hiện đại, sắp xếp khoa học với đầy đủ tiện nghi. giúp nhân viên làm việc hiệu quả hơn, đây là điều tôi ấn tượng nhất.
Học liệu trong mỗi khóa học được cung cấp đầy đủ, khung training vừa sức ko quá căng thẳng","Tiền giờ OT chưa được tính thỏa đáng lắm
Lương và thưởng OT ko rõ ràng, công ty cần bổ sung chi tiết lại",4,3,4,4,5,5,Yes,"Văn phòng hiện đại, đào tạo tốt . Văn phòng hiện đại, sắp xếp khoa học với đầy đủ tiện nghi. giúp nhân viên làm việc hiệu quả hơn, đây là điều tôi ấn tượng nhất.
Học liệu trong mỗi khóa học được cung cấp đầy đủ, khung training vừa sức ko quá căng thẳng . Tiền giờ OT chưa được tính thỏa đáng lắm
Lương và thưởng OT ko rõ ràng, công ty cần bổ sung chi tiết lại",văn phòng hiện đại đào tạo tốt văn phòng hiện đại sắp xếp khoa học với đầy đủ tiện nghi giúp nhân viên làm việc hiệu quả hơn đây là điều tôi ấn tượng nhất học liệu trọng mỗi khóa học được cung cấp đầy đủ khung đào tạo vừa sức không quá căng thẳng tiền giờ làm thêm giờ chưa được tính thỏa đáng lắm lương và thưởng làm thêm giờ không rõ ràng công ty cần bổ sung chi tiết lại,7,2,0,0,9,0.5556,văn_phòng hiện_đại đào_tạo tốt văn_phòng hiện_đại sắp_xếp khoa_học đầy_đủ tiện_nghi giúp làm_việc hiệu_quả ấn_tượng học_liệu_trọng khóa học đầy_đủ khung đào_tạo sức không căng_thẳng tiền thỏa_đáng lắm lương thưởng không rõ_ràng công_ty bổ_sung chi_tiết,Positive
182,FPT Software,July 2021,Dự án thực tế,"Dự án lớn, công việc nhiều, cọ sát được thực tế khiến bản thân cũng dày dạn hơn","Cảm thấy OT không lương nhiều , và phải phụ thuộc vào sự đồng ý của sếp nữa
OT nhiều, lương OT không cao lắm, bị phụ thuộc",4,3,4,4,5,5,Yes,"Dự án thực tế . Dự án lớn, công việc nhiều, cọ sát được thực tế khiến bản thân cũng dày dạn hơn . Cảm thấy OT không lương nhiều , và phải phụ thuộc vào sự đồng ý của sếp nữa
OT nhiều, lương OT không cao lắm, bị phụ thuộc",dự án thực tế dự án lớn công việc nhiều cọ sát được thực tế khiến bản thân cũng dày dạn hơn cảm thấy làm thêm giờ không lương nhiều và phải phụ thuộc vào sự đồng ý của sếp nữa làm thêm giờ nhiều lương làm thêm giờ không cao lắm bị phụ thuộc,0,3,0,0,3,-1.0,dự_án dự_án công_việc cọ_sát dày_dạn không lương phụ_thuộc đồng_ý sếp lương không lắm phụ_thuộc,Positive
182,FPT Software,July 2021,"Môi trường trẻ, năng động sáng tạo","Văn phòng hiện đại, môi trường năng động nhiệt huyết, được trải nghiệm làm việc với nhiều đối tác mài dũa thêm kỹ năng","Cty chặn nhiều mạng, khó research.
Tăng hoạt động giải trí sau giờ làm thì ok hơn nhiều",5,4,5,4,5,5,Yes,"Môi trường trẻ, năng động sáng tạo . Văn phòng hiện đại, môi trường năng động nhiệt huyết, được trải nghiệm làm việc với nhiều đối tác mài dũa thêm kỹ năng . Cty chặn nhiều mạng, khó research.
Tăng hoạt động giải trí sau giờ làm thì ok hơn nhiều",môi trường trẻ năng động sáng tạo văn phòng hiện đại môi trường năng động nhiệt huyết được trải nghiệm làm việc với nhiều đối tác mài dũa thêm kỹ năng công ty chặn nhiều mạng khó research tăng hoạt động giải trí sau giờ làm thì đồng ý hơn nhiều,3,0,0,0,3,1.0,môi_trường trẻ năng_động sáng_tạo văn_phòng hiện_đại môi_trường năng_động nhiệt_huyết trải_nghiệm làm_việc đối_tác mài dũa kỹ_năng công_ty chặn mạng research hoạt_động giải_trí đồng_ý,Positive
182,FPT Software,July 2021,Công ty mạnh về đào tạo,"Chế độ đãi ngộ ổn, các gói bảo hiểm ưu đãi dành riêng cho người nhà nhân viên được mua giá rẻ
Khung training khá bài bản, học liệu được cung cấp đầy đủ","Hầm để xe xe nhỏ quá, lấy xe nóng,mệt mỏi thực sự",5,4,5,4,5,5,Yes,"Công ty mạnh về đào tạo . Chế độ đãi ngộ ổn, các gói bảo hiểm ưu đãi dành riêng cho người nhà nhân viên được mua giá rẻ
Khung training khá bài bản, học liệu được cung cấp đầy đủ . Hầm để xe xe nhỏ quá, lấy xe nóng,mệt mỏi thực sự",công ty mạnh về đào tạo chế độ đãi ngộ ổn các gói bảo hiểm ưu đãi dành riêng cho người nhà nhân viên được mua giá rẻ khung đào tạo khá bài bản học liệu được cung cấp đầy đủ hầm để xe xe nhỏ quá lấy xe nóng mệt mỏi thực sự,3,2,0,0,5,0.2,công_ty đào_tạo chế_độ đãi_ngộ_ổn gói bảo_hiểm ưu_đãi người_nhà mua giá rẻ khung đào_tạo bài_bản học_liệu đầy_đủ hầm xe xe xe nóng mệt_mỏi,Positive
182,FPT Software,July 2021,Không biết cách níu giữ người giỏi,"Bãi đậu xe rộng rãi, giờ giấc làm việc linh hoạt, công ty lớn nên có nhiều định hướng phát triển bản thân lâu dài. Phù hợp cho các bạn định hướng phát triển lên quản lý hoặc fresher","Cần cải thiện khâu estimate. Thời gian và mật độ họp giải quyết vấn đề quá nhiều dẫn đến mất thời gian triển khai công việc. Không biết trân trọng người giỏi. Lương thưởng không fair giữa các team.
Estimate thường bị ép nên dẫn đến tình trạng task nhân viên cũng bị ép. Thường xuyên OT theo hình thức dân chủ. Có giới hạn tgian OT của năm",3,3,3,3,3,3,No,"Không biết cách níu giữ người giỏi . Bãi đậu xe rộng rãi, giờ giấc làm việc linh hoạt, công ty lớn nên có nhiều định hướng phát triển bản thân lâu dài. Phù hợp cho các bạn định hướng phát triển lên quản lý hoặc fresher . Cần cải thiện khâu estimate. Thời gian và mật độ họp giải quyết vấn đề quá nhiều dẫn đến mất thời gian triển khai công việc. Không biết trân trọng người giỏi. Lương thưởng không fair giữa các team.
Estimate thường bị ép nên dẫn đến tình trạng task nhân viên cũng bị ép. Thường xuyên OT theo hình thức dân chủ. Có giới hạn tgian OT của năm",không biết cách níu giữ người giỏi bãi đậu xe rộng rãi giờ giấc làm việc linh hoạt công ty lớn nên có nhiều định hướng phát triển bản thân lâu dài phù hợp cho các bạn định hướng phát triển lên quản lý hoặc fresher cần cải thiện khâu estimate thời gian và mật độ họp giải quyết vấn đề quá nhiều dẫn đến mất thời gian triển khai công việc không biết trân trọng người giỏi lương thưởng không fair giữa các team estimate thường bị ép nên dẫn đến tình trạng task nhân viên cũng bị ép thường xuyên làm thêm giờ theo hình thức dân chủ có giới hạn thời gian làm thêm giờ của năm,5,1,0,0,6,0.6667,không níu_giữ giỏi bãi đậu xe rộng_rãi giờ_giấc làm_việc linh_hoạt công_ty định_hướng phát_triển lâu_dài định_hướng phát_triển fresher cải_thiện khâu estimate mật_độ họp giải_quyết triển_khai công_việc không trân_trọng giỏi lương thưởng không fair team estimate ép task ép thường_xuyên hình_thức dân_chủ giới_hạn,Neutral
182,FPT Software,July 2021,Sau hơn 3 năm làm việc,"Mình làm trên Hoà Lạc, xe đưa đón, mô trường trong lành
Lương OT phù hợp. Nhưng làm outsource khả năng OT nhiều các bạn chú ý sức khoẻ","Tình trạng OT nhiều triền miên
Khoang làm việc F1 bí và kín cảm giác ngột ngạt.
Lương cần cải thiện",3,2,3,3,3,4,Yes,"Sau hơn 3 năm làm việc . Mình làm trên Hoà Lạc, xe đưa đón, mô trường trong lành
Lương OT phù hợp. Nhưng làm outsource khả năng OT nhiều các bạn chú ý sức khoẻ . Tình trạng OT nhiều triền miên
Khoang làm việc F1 bí và kín cảm giác ngột ngạt.
Lương cần cải thiện",sau hơn 3 năm làm việc mình làm trên hoà lạc xe đưa đón mô trường trọng lành lương làm thêm giờ phù hợp nhưng làm outsource khả năng làm thêm giờ nhiều các bạn chú ý sức khoẻ tình trạng làm thêm giờ nhiều triền miên khoang làm việc f1 bí và kín cảm giác ngột ngạt lương cần cải thiện,1,2,0,0,3,-0.3333,3 làm_việc hòa lạc xe đưa_đón mô trường trọng_lành lương outsource khả_năng chú_ý sức_khỏe triền_miên khoang làm_việc f1_bí kín cảm_giác ngột_ngạt lương cải_thiện,Neutral
182,FPT Software,July 2021,"Đồng nghiệp thân thiện, sếp dễ tính","Làm ở đây môi trường làm việc trẻ nên năng động, nhiệt huyết hẳn không bị khô cứng hay chán. Có chế độ bảo hiểm khá hay","Đề xuất lương và thưởng cần tốt hơn nữa, còn lại ok",5,4,5,5,4,5,Yes,"Đồng nghiệp thân thiện, sếp dễ tính . Làm ở đây môi trường làm việc trẻ nên năng động, nhiệt huyết hẳn không bị khô cứng hay chán. Có chế độ bảo hiểm khá hay . Đề xuất lương và thưởng cần tốt hơn nữa, còn lại ok",đồng nghiệp thân thiện sếp dễ tính làm ở đây môi trường làm việc trẻ nên năng động nhiệt huyết hẳn không bị khô cứng cỏ khô chán có chế độ bảo hiểm khá cỏ khô đề xuất lương và thưởng cần tốt hơn nữa còn lại đồng ý,3,1,0,0,4,0.5,đồng_nghiệp thân_thiện sếp dễ_tính môi_trường làm_việc trẻ năng_động nhiệt_huyết hẳn không khô cứng cỏ khô chán chế_độ bảo_hiểm cỏ khô đề_xuất lương thưởng tốt đồng_ý,Positive
182,FPT Software,July 2021,"Đội ngũ nhân viên trẻ, nhiệt tình phù hợp với mình","Đội ngũ nhân viên trẻ, hòa đồng. Môi trường phù hợp cả cho fresher còn non kinh nghiệm, base IT còn yếu.
Ngoài lương thì có thưởng dự án và BH cũng khá tốt,","Mức lương fresher chưa được cạnh tranh lắm, nhưng được cái môi trường làm việc xịn, cọ xát và trải nghiệm được nhiều -> cần cải thiện lương",5,4,5,5,5,5,Yes,"Đội ngũ nhân viên trẻ, nhiệt tình phù hợp với mình . Đội ngũ nhân viên trẻ, hòa đồng. Môi trường phù hợp cả cho fresher còn non kinh nghiệm, base IT còn yếu.
Ngoài lương thì có thưởng dự án và BH cũng khá tốt, . Mức lương fresher chưa được cạnh tranh lắm, nhưng được cái môi trường làm việc xịn, cọ xát và trải nghiệm được nhiều -> cần cải thiện lương",đội ngũ nhân viên trẻ nhiệt tình phù hợp với mình đội ngũ nhân viên trẻ hòa đồng môi trường phù hợp cả cho fresher còn không dân tộc kinh nghiệm base nó còn yếu ngoài lương thì có thưởng dự án và bây giờ cũng khá tốt mức lương fresher chưa được cạnh tranh lắm nhưng được cái môi trường làm việc xịn cọ xát và trải nghiệm được nhiều cần cải thiện lương,7,0,0,0,7,1.0,đội_ngũ trẻ nhiệt_tình đội_ngũ trẻ hòa đồng môi_trường fresher không dân_tộc kinh_nghiệm base yếu lương thưởng dự_án tốt lương fresher cạnh_tranh lắm môi_trường làm_việc xịn cọ_xát trải_nghiệm cải_thiện lương,Positive
